year,data_year,list,rank,company,status,prior_year_closings,prior_year_gross_revenue,prior_year_rank,firm_url
2005,2004,top100,83,The Warmington Group,,974,$591,81,https://www.builderonline.com/firms/the-warmington-group
2005,2004,top100,85,2005 Legend Home Corp.,,962,$148,82,https://www.builderonline.com/builder-100-listing/2005-legend-home-corp/
2005,2004,top100,86,Obra Homes,,934,$93,N/A,https://www.builderonline.com/firms/obra-homes
2005,2004,top100,87,Grand Homes,,915,$267,83,https://www.builderonline.com/firms/grand-homes
2005,2004,top100,89,Century Vintage Homes,,824,$218,96,https://www.builderonline.com/firms/century-vintage-homes
2005,2004,top100,89,Inland Homebuilding Group,,824,$185,93,https://www.builderonline.com/firms/inland-homebuilding-group
2005,2004,top100,91,DRB Group,,810,$213,91,https://www.builderonline.com/firms/drb-group
2005,2004,top100,92,Hacienda Builders,,808,$176,102,https://www.builderonline.com/firms/hacienda-builders
2005,2004,top100,93,Montalbano Builders,,795,$173,N/A,https://www.builderonline.com/firms/montalbano-builders
2005,2004,top100,94,Gemcraft Homes,,793,$213,105,https://www.builderonline.com/firms/gemcraft-homes
2005,2004,top100,95,Landstar Homes,,791,$218,87,https://www.builderonline.com/firms/landstar-homes
2005,2004,top100,96,Dunmore Homes,,776,$287,84,https://www.builderonline.com/firms/dunmore-homes
2005,2004,top100,97,Ole South Properties,,774,$93,94,https://www.builderonline.com/firms/ole-south-properties
2005,2004,top100,98,Ivory Homes,,772,$219,104,https://www.builderonline.com/firms/ivory-homes
2005,2004,top100,99,Arbor Custom Homes,,769,$186,141,https://www.builderonline.com/firms/arbor-custom-homes
2005,2004,top100,100,Frontier Communities,,731,$203,N/A,https://www.builderonline.com/firms/frontier-communities
2005,2004,top100,101,The Olson Co.,,728,$315,100,https://www.builderonline.com/firms/the-olson-co
2005,2004,top100,102,JTS Communities,,725,$387,103,https://www.builderonline.com/firms/jts-communities
2005,2004,top100,104,Eastwood Homes,,710,$103,101,https://www.builderonline.com/firms/eastwood-homes
2005,2004,top100,105,Kalian Cos./Reeves Williams,,708,$151,84,https://www.builderonline.com/firms/kalian-cos-reeves-williams
2005,2004,top100,106,Fieldstone Communities,,703,$365,90,https://www.builderonline.com/firms/fieldstone-communities
2005,2004,top100,107,Barratt American,,702,$322,115,https://www.builderonline.com/firms/barratt-american
2005,2004,top100,108,Classic Homes,,694,$211,122,https://www.builderonline.com/firms/classic-homes
2005,2004,next100,109,Mattamy U.S. Group,,678,$169,154,https://www.builderonline.com/firms/mattamy-us-group
2005,2004,next100,110,Kennedy Group of Cos.,,653,$206,134,https://www.builderonline.com/firms/kennedy-group-of-cos
2005,2004,next100,111,Sares-Regis Group,,645,$342,157,https://www.builderonline.com/firms/sares-regis-group
2005,2004,next100,112,Sunrise Co.,,642,$405,97,https://www.builderonline.com/firms/sunrise-co
2005,2004,next100,113,Lowder New Homes,,624,$192,136,https://www.builderonline.com/firms/lowder-new-homes
2005,2004,next100,114,Maracay Homes Arizona,,606,$174,120,https://www.builderonline.com/firms/maracay-homes-arizona
2005,2004,next100,115,AR Homes,,603,$338,119,https://www.builderonline.com/firms/ar-homes
2005,2004,next100,115,TK Constructors,,603,$72,113,https://www.builderonline.com/firms/tk-constructors
2005,2004,next100,115,Highland Homes,,603,$73,146,https://www.builderonline.com/firms/highland-homes
2005,2004,next100,119,M.W. Johnson Construction,,600,$140,130,https://www.builderonline.com/firms/mw-johnson-construction
2005,2004,next100,119,Ryan Building Group,,600,$164,117,https://www.builderonline.com/firms/ryan-building-group
2005,2004,next100,121,Centerline Homes,,597,$174,148,https://www.builderonline.com/firms/centerline-homes
2005,2004,next100,122,Artistic Homes,,590,$83,107,https://www.builderonline.com/firms/artistic-homes
2005,2004,next100,123,Main Street Homes,,589,$70,112,https://www.builderonline.com/firms/main-street-homes
2005,2004,next100,124,Renar Homes,,581,$94,N/A,https://www.builderonline.com/firms/renar-homes
2005,2004,next100,125,Winmark Homes,,576,$122,155,https://www.builderonline.com/firms/winmark-homes
2005,2004,next100,126,Darling Homes,,575,$180,156,https://www.builderonline.com/firms/darling-homes
2005,2004,next100,127,Hills Communities,,571,$216,77,https://www.builderonline.com/firms/hills-communities
2005,2004,next100,128,Bill Clark Homes,,569,$100,179,https://www.builderonline.com/firms/bill-clark-homes
2005,2004,next100,129,Village Homes of Colorado,,566,$216,140,https://www.builderonline.com/firms/village-homes-of-colorado
2005,2004,next100,130,Vantage/Raylee Homes,,565,$87,143,https://www.builderonline.com/firms/vantage-raylee-homes
2005,2004,next100,131,Greater Construction Corp.,,562,$133,165,https://www.builderonline.com/firms/greater-construction-corp
2005,2004,next100,132,Veridian Homes,,558,$140,118,https://www.builderonline.com/firms/veridian-homes
2005,2004,next100,133,Pageantry Cos.,,552,$139,151,https://www.builderonline.com/firms/pageantry-cos
2005,2004,next100,134,HistoryMaker Homes,,548,$74,N/A,https://www.builderonline.com/firms/historymaker-homes
2005,2004,next100,135,The IDI Group Cos.,,540,$131,N/A,https://www.builderonline.com/firms/the-idi-group-cos
2005,2004,next100,136,View Homes,,537,$44,160,https://www.builderonline.com/firms/view-homes
2005,2004,next100,137,Wood Partners,,525,$37,167,https://www.builderonline.com/firms/wood-partners
2005,2004,next100,138,Whittaker Builders,,515,$113,116,https://www.builderonline.com/firms/whittaker-builders
2005,2004,next100,139,T.H. Properties,,512,$142,146,https://www.builderonline.com/firms/t-h-properties
2005,2004,next100,140,2005 Van Metre Cos.,,507,$337,126,https://www.builderonline.com/builder-100-listing/2005-van-metre-cos/
2005,2004,next100,141,Premier Design Homes,,503,$59,164,https://www.builderonline.com/firms/premier-design-homes
2005,2004,next100,142,The Enterprise Cos.,,502,$263,N/A,https://www.builderonline.com/firms/the-enterprise-cos
2005,2004,next100,143,Wiseman-Hughes,,485,$139,162,https://www.builderonline.com/firms/wiseman-hughes
2005,2004,next100,144,John Mourier Construction,,483,$242,110,https://www.builderonline.com/firms/john-mourier-construction
2005,2004,next100,145,David Cutler Group,,479,$477,135,https://www.builderonline.com/firms/david-cutler-group
2005,2004,next100,146,Craftmark Group,,474,$307,131,https://www.builderonline.com/firms/craftmark-group
2005,2004,next100,147,Ideal Homes,,470,$59,166,https://www.builderonline.com/firms/ideal-homes
2005,2004,next100,148,Kara Homes,,466,$202,149,https://www.builderonline.com/firms/kara-homes
2005,2004,next100,149,Meridian Homes USA,,462,$74,128,https://www.builderonline.com/firms/meridian-homes-usa
2005,2004,next100,150,Rockford Homes,,459,$109,132,https://www.builderonline.com/firms/rockford-homes
2005,2004,next100,152,Shugart Enterprises,,446,$61,139,https://www.builderonline.com/firms/shugart-enterprises
2005,2004,next100,155,Seda Construction Co.,,442,$90,123,https://www.builderonline.com/firms/seda-construction-co
2005,2004,next100,156,Bielinski Homes,,435,$120,145,https://www.builderonline.com/firms/bielinski-homes
2005,2004,next100,157,Lakemont Homes,,434,$160,98,https://www.builderonline.com/firms/lakemont-homes
2005,2004,next100,158,Suarez Housing Corp.,,430,$86,152,https://www.builderonline.com/firms/suarez-housing-corp
2005,2004,next100,159,2005 Inverness Group,,425,$87,170,https://www.builderonline.com/builder-100-listing/2005-inverness-group/
2005,2004,next100,160,Matthews Brothers Builders,,423,$73,185,https://www.builderonline.com/firms/matthews-brothers-builders
2005,2004,next100,161,St. Lawrence Homes,,421,$129,N/A,https://www.builderonline.com/firms/st-lawrence-homes
2005,2004,next100,162,Ivanhoe-Huntley Homes,,415,$127,N/A,https://www.builderonline.com/firms/ivanhoe-huntley-homes
2005,2004,next100,162,Pacific Community Builder,,415,$178,N/A,https://www.builderonline.com/firms/pacific-community-builder
2005,2004,next100,164,Wathen-Castanos,,410,$131,N/A,https://www.builderonline.com/firms/wathen-castanos
2005,2004,next100,164,The Kirk Corp.,,410,$139,161,https://www.builderonline.com/firms/the-kirk-corp
2005,2004,next100,166,Pembroke Enterprises,,399,$146,136,https://www.builderonline.com/firms/pembroke-enterprises
2005,2004,next100,167,The Jones Co. of Tennessee,,393,$103,N/A,https://www.builderonline.com/firms/the-jones-co-of-tennessee
2005,2004,next100,168,Admiral Homes,,390,$80,N/A,https://www.builderonline.com/firms/admiral-homes
2005,2004,next100,169,David Powers Homes,,388,$150,189,https://www.builderonline.com/firms/david-powers-homes
2005,2004,next100,169,Miller and Smith,,388,$241,175,https://www.builderonline.com/firms/miller-and-smith
2005,2004,next100,171,Schumacher Homes,,381,$82,N/A,https://www.builderonline.com/firms/schumacher-homes
2005,2004,next100,172,Lombardo Cos.,,367,$125,183,https://www.builderonline.com/firms/lombardo-cos
2005,2004,next100,173,California Pacific Homes,,362,$337,N/A,https://www.builderonline.com/firms/california-pacific-homes
2005,2004,next100,174,The Bozzuto Group,,359,$463,N/A,https://www.builderonline.com/firms/the-bozzuto-group
2005,2004,next100,175,Colonial Homes,,355,$130,N/A,https://www.builderonline.com/firms/colonial-homes
2005,2004,next100,175,Carefree Homes,,355,$53,177,https://www.builderonline.com/firms/carefree-homes
2005,2004,next100,175,Ryder Homes,,355,$182,N/A,https://www.builderonline.com/firms/ryder-homes
2005,2004,next100,179,Comstock Holding Co.,,328,$110,N/A,https://www.builderonline.com/firms/comstock-holding-co_o
2005,2004,next100,180,Poinsett Homes,,327,$57,196,https://www.builderonline.com/firms/poinsett-homes
2005,2004,next100,181,T.R. Hughes,,323,$81,N/A,https://www.builderonline.com/firms/tr-hughes
2005,2004,next100,182,Keystone Custom Homes,,321,$80,N/A,https://www.builderonline.com/firms/keystone-custom-homes
2005,2004,next100,182,Peachtree Residential Properties,,321,$130,184,https://www.builderonline.com/firms/peachtree-residential-properties
2005,2004,next100,184,Anderson Homes,,315,$46,181,https://www.builderonline.com/firms/anderson-homes
2005,2004,next100,184,Mayer Homes,,315,$125,195,https://www.builderonline.com/firms/mayer-homes
2005,2004,next100,186,Bailey & Dutton,,314,$92,N/A,https://www.builderonline.com/firms/bailey-dutton
2005,2004,next100,186,Hamlet Homes Corp.,,314,$67,197,https://www.builderonline.com/firms/hamlet-homes-corp
2005,2004,next100,188,Berks Homes,,312,$80,180,https://www.builderonline.com/firms/berks-homes
2005,2004,next100,189,LGI Homes,,311,$39,N/A,https://www.builderonline.com/firms/lgi-homes
2005,2004,next100,190,Medallion Home,,308,$61,N/A,https://www.builderonline.com/firms/medallion-home
2005,2004,next100,192,Southern Homes of Polk County,,303,$40,N/A,https://www.builderonline.com/firms/southern-homes-of-polk-county
2005,2004,next100,193,Stanley Martin Cos.,,302,$169,189,https://www.builderonline.com/firms/stanley-martin-cos
2005,2004,next100,193,Robert Harris Homes,,302,$80,N/A,https://www.builderonline.com/firms/robert-harris-homes
2005,2004,next100,195,MBK Homes,,300,$151,N/A,https://www.builderonline.com/firms/mbk-homes
2005,2004,next100,196,Homes by Kennedy,,298,$68,127,https://www.builderonline.com/firms/homes-by-kennedy
2005,2004,next100,197,Pringle Development,,295,$71,N/A,https://www.builderonline.com/firms/pringle-development
2005,2004,next100,198,Greenvale Homes,,291,$47,N/A,https://www.builderonline.com/firms/greenvale-homes
2005,2004,next100,199,Ence Homes,,290,$73,N/A,https://www.builderonline.com/firms/ence-homes
2005,2004,next100,200,The Oberer Cos.,,286,$78,N/A,https://www.builderonline.com/firms/the-oberer-cos
2006,2005,top100,1,D.R. Horton,p,"51,383","$14,246",1,https://www.builderonline.com/firms/dr-horton
2006,2005,top100,2,Pulte Homes,p,"45,630","$14,694",2,https://www.builderonline.com/firms/pulte-homes
2006,2005,top100,3,Lennar Corp.,p,"42,359","$13,867",3,https://www.builderonline.com/firms/lennar-corp
2006,2005,top100,4,Centex Corp.,p,"37,022","$14,673",4,https://www.builderonline.com/firms/centex-corp
2006,2005,top100,5,KB Home,p,"31,009","$9,442",5,https://www.builderonline.com/firms/kb-home
2006,2005,top100,6,Beazer Homes,p,"18,401","$5,189",6,https://www.builderonline.com/firms/beazer-homes-usa
2006,2005,top100,7,Hovnanian Enterprises,p,"17,783","$5,879",8,https://www.builderonline.com/firms/hovnanian-enterprises
2006,2005,top100,8,The Ryland Group,p,"16,673","$4,818",7,https://www.builderonline.com/firms/the-ryland-group
2006,2005,top100,9,M.D.C. Holdings,p,"15,307","$4,880",9,https://www.builderonline.com/firms/mdc-holdings
2006,2005,top100,10,NVR,p,"13,787","$5,262",10,https://www.builderonline.com/firms/nvr
2006,2005,top100,11,Standard Pacific Corp.,p,"11,694","$4,226",11,https://www.builderonline.com/firms/standard-pacific-corp
2006,2005,top100,12,Technical Olympic USA,p,"9,435","$3,053",12,https://www.builderonline.com/firms/technical-olympic-usa
2006,2005,top100,13,Meritage Homes Corp.,p,"9,406","$3,001",13,https://www.builderonline.com/firms/meritage-homes-corp
2006,2005,top100,14,Toll Brothers,p,"8,769","$5,793",14,https://www.builderonline.com/firms/toll-brothers
2006,2005,top100,15,Shea Homes,,"6,901","$3,236",15,https://www.builderonline.com/firms/shea-homes
2006,2005,top100,16,Mercedes Homes,,"5,714","$1,550",17,https://www.builderonline.com/firms/mercedes-homes
2006,2005,top100,17,Weyerhaeuser Real Estate Co.,p,"5,647","$2,915",16,https://www.builderonline.com/firms/weyerhaeuser-real-estate-co
2006,2005,top100,18,Habitat for Humanity International,,"4,993",$198,19,https://www.builderonline.com/firms/habitat-for-humanity-international
2006,2005,top100,19,Morrison Homes,p,"4,921","$1,580",18,https://www.builderonline.com/firms/morrison-homes
2006,2005,top100,20,David Weekley Homes,,"4,612","$1,272",22,https://www.builderonline.com/firms/david-weekley-homes
2006,2005,top100,21,M/I Homes,p,"4,291","$1,348",20,https://www.builderonline.com/firms/m-i-homes
2006,2005,top100,22,The Villages of Lake Sumter,,"4,263","$1,149",21,https://www.builderonline.com/firms/the-villages-of-lake-sumter
2006,2005,top100,23,Taylor Woodrow Homes,p,"3,932","$2,078",25,https://www.builderonline.com/firms/taylor-woodrow-homes
2006,2005,top100,24,Kimball Hill Homes,,"3,881","$1,153",24,https://www.builderonline.com/firms/kimball-hill-homes
2006,2005,top100,25,Holiday Builders,,"3,819",$695,30,https://www.builderonline.com/firms/holiday-builders
2006,2005,top100,26,Pasquinelli Construction Co.,,"3,693",$788,34,https://www.builderonline.com/firms/pasquinelli-construction-co
2006,2005,top100,27,Woodside Group,,"3,676","$1,378",28,https://www.builderonline.com/firms/woodside-group
2006,2005,top100,28,Choice Homes,,"3,300",$447,23,https://www.builderonline.com/firms/choice-homes
2006,2005,top100,29,William Lyon Homes,p,"3,196","$1,856",26,https://www.builderonline.com/firms/william-lyon-homes
2006,2005,top100,30,MHI,,"3,100",$625,31,https://www.builderonline.com/firms/mhi
2006,2005,top100,31,C.P. Morgan Communities,,"3,040",$425,35,https://www.builderonline.com/firms/cp-morgan-communities
2006,2005,top100,32,Drees Homes,,"3,038","$1,093",29,https://www.builderonline.com/firms/drees-homes
2006,2005,top100,33,WCI Communities,p,"2,909","$2,600",39,https://www.builderonline.com/firms/wci-communities
2006,2005,top100,34,John Laing Homes,,"2,891","$1,650",42,https://www.builderonline.com/firms/john-laing-homes
2006,2005,top100,35,"Perry Homes, a Joint Venture",,"2,688",$0,33,https://www.builderonline.com/firms/perry-homes-a-joint-venture
2006,2005,top100,36,Epcon Communities,,"2,677",$482,40,https://www.builderonline.com/firms/epcon-communities
2006,2005,top100,37,Highland Homes,,"2,639",$693,36,https://www.builderonline.com/firms/highland-homes
2006,2005,top100,38,Orleans Homebuilders,p,"2,547",$983,46,https://www.builderonline.com/firms/orleans-homebuilders
2006,2005,top100,39,Jim Walter Homes,p,"2,361",$455,27,https://www.builderonline.com/firms/jim-walter-homes
2006,2005,top100,40,McCar Homes,,"2,216",$526,49,https://www.builderonline.com/firms/mccar-homes
2006,2005,top100,41,Fulton Homes,,"2,202",$599,56,https://www.builderonline.com/firms/fulton-homes
2006,2005,top100,42,Crosswinds Communities,,"2,200",$529,44,https://www.builderonline.com/firms/crosswinds-communities
